,animeID,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score,name,source,producers,genre,studio
10398,33163,2,FALSE,9192,10844,367,0,92,5.39,Seishain Cyborg 003,Manga,"""Steve N Steven""",Comedy,Production I.G
10399,33164,7,FALSE,6344,3363,14910,15,4727,6.37,Musaigen no Phantom World: Limitless Phantom World,Light novel,Lantis,Comedy,Kyoto Animation
10400,33170,1,FALSE,8630,6606,2825,0,981,5.65,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",Original,Aniplex,Drama,A-1 Pictures
10401,33173,3,FALSE,4733,5416,4659,0,1696,6.74,Sansha Sanyou Specials,4-koma manga,TOHO animation,Comedy,Doga Kobo
10402,33174,1,FALSE,12386,14267,90,0,17,3.88,Nori P-chan,Manga,Asmik Ace,Kids,unknown
10403,33175,1,FALSE,12558,14252,91,0,13,5.62,Oyone to Mattsan: Ai no Uta,Unknown,Victor Entertainment,Music,unknown
10404,33176,1,FALSE,12400,13109,147,0,44,3.5,Nyancos: Hello! Our Brilliant Future,Original,Nippon Columbia,Sci-Fi,unknown
10405,33177,1,FALSE,11582,14137,96,0,30,3.97,Kamotori Gonbee,Other,Gakken,Kids,unknown
10406,33181,1,FALSE,3709,4266,8438,7,1572,6.99,Nijiiro Days OVA,Manga,unknown,Comedy,Production Reed
10407,33183,1,FALSE,2187,7832,1619,1,521,7.37,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Original,ABC Animation,Action,Toei Animation
10408,33184,12,FALSE,7975,3171,16669,44,3077,5.9,Battle Girl High School,Game,flying DOG,Action,Silver Link.
10409,33185,1,FALSE,6002,5342,4844,7,54,6.45,Peace Maker Kurogane Movie 1: Omou Michi,Manga,unknown,Action,White Fox
10410,33187,1,FALSE,8977,6836,2551,8,1515,5.48,Katsudou Shashin,Original,unknown,Action,unknown
10411,33188,8,FALSE,13135,12344,190,0,9,5,Sore Ike! Sabuibo Mask,Other,unknown,Slice of Life,DLE
10412,33190,1,FALSE,621,2654,23751,117,6437,7.96,Planetarian: Hoshi no Hito,Visual novel,"""Visual Arts""",Sci-Fi,David Production
10413,33191,2,FALSE,2014,2802,21394,26,8083,7.41,Kishibe Rohan wa Ugokanai,Manga,Warner Bros. Japan,Action,David Production
10414,33192,1,FALSE,6942,9968,562,0,268,6.23,Robot Town Sagami 2028,Original,Tezuka Productions,Drama,unknown
10415,33193,12,FALSE,6982,11002,345,0,61,6.22,Shi Wan Ge Leng Xiaohua,Web manga,Yaoqi,Comedy,L²Studio
10416,33194,13,FALSE,12917,12140,207,0,34,5.82,Shi Wan Ge Leng Xiaohua 2nd Season,Web manga,L²Studio,Comedy,unknown
10417,33195,1,FALSE,4911,11084,330,1,63,6.7,Shi Wan Ge Leng Xiaohua Movie 1,Web manga,Yaoqi,Action,L²Studio
10418,33196,49,FALSE,12918,11003,343,0,20,6.8,Shi Wan Ge Leng Xiaohua Di 3rd Season,Web manga,Yaoqi,Comedy,L²Studio
10419,33197,12,FALSE,4518,1942,40231,75,14197,6.78,Lostorage Incited WIXOSS,Card game,Warner Bros. Japan,Game,J.C.Staff
10420,33199,6,FALSE,13016,13077,150,1,19,6.26,Shounen Ashibe,4-koma manga,Artland,Comedy,unknown
10421,33200,2,FALSE,13019,13684,119,0,15,5.67,Shounen Ashibe Anzen Kyouiku Anime,4-koma manga,unknown,Kids,unknown
10422,33201,1,FALSE,7422,4096,9348,8,6105,6.1,Ojisan to Marshmallow: Hige-san to Yume Mashmallow,Web manga,DAX Production,Comedy,Creators in Pack
10423,33203,12,FALSE,3077,1475,60494,419,22400,7.15,Fukumenkei Noise,Manga,Shogakukan Productions,Music,"""Brains Base"""
10424,33204,1,FALSE,3395,2642,23832,25,6232,7.07,Hirune Hime: Shiranai Watashi no Monogatari,Original,Production I.G,Sci-Fi,Signal.MD
10425,33205,1,FALSE,6830,6605,2826,4,1769,6.26,Star Fox Zero: The Battle Begins,Game,Production I.G,Action,Wit Studio
10426,33206,13,FALSE,359,134,426274,7684,244021,8.17,Kobayashi-san Chi no Maid Dragon,Manga,Lantis,Slice of Life,Kyoto Animation
10427,33208,2,FALSE,4914,6366,3130,4,379,6.7,Utawarerumono: Itsuwari no Kamen Specials,Visual novel,unknown,Comedy,unknown
10428,33209,14,FALSE,1153,4271,8418,18,3415,7.68,Huyao Xiao Hongniang: Wangquan Fugui,Manga,Tencent Animation & Comics,Comedy,Haoliners Animation League
10429,33213,3,FALSE,8585,11554,260,0,78,5.67,Onizushi,Original,unknown,Comedy,Robot Communications
10430,33215,1,FALSE,9680,13332,136,0,72,5.07,Hikaru Genji: Taiyou ga Ippai,Music,unknown,Adventure,unknown
10431,33217,1,FALSE,9629,12585,174,0,101,5.11,Hikaru Genji: Paradise Ginga,Music,unknown,Music,unknown
10432,33218,1,FALSE,3158,3103,17460,21,1612,7.13,Kimi no Koe wo Todoketai,Original,Lantis,Drama,Madhouse
10433,33219,1,FALSE,6067,3838,10871,15,746,6.43,Kagerou Daze: In a Day's,Music,Aniplex,Sci-Fi,unknown
10434,33220,1,FALSE,10254,10415,451,1,268,3.81,Natsu no Gero wa Fuyu no Sakana,Original,unknown,Dementia,unknown
10435,33221,1,FALSE,660,4071,9467,56,4806,7.93,Mobile Suit Gundam Thunderbolt: December Sky,Manga,unknown,Action,Sunrise
10436,33222,12,FALSE,5104,1897,42124,74,20728,6.65,Fudanshi Koukou Seikatsu,Web manga,DAX Production,Slice of Life,EMT²
10437,33225,15,FALSE,7014,9801,611,0,140,6.21,Mobile Suit Gundam-san (ONA),4-koma manga,unknown,Comedy,unknown
10438,33226,17,FALSE,7484,10247,490,0,115,6.08,Kotowaza Gundam-san,Manga,unknown,Comedy,unknown
10439,33228,1,FALSE,8384,9989,557,0,92,5.75,Mobile Suit Gundam-san: Hiyoko day's Ichisuisei Hiyoko to Fushigi na Ofuda,Unknown,unknown,Comedy,Sunrise
10440,33232,1,FALSE,5521,9467,727,1,165,6.56,Area 88 Movie,Manga,unknown,Action,unknown
10441,33234,1,FALSE,11527,14858,57,0,15,4.73,Kaibutsu-kun: Suna Majin wo Yattsukero no Maki / Kaibutsu-kun to Haniwa Kaishin no Maki,Manga,unknown,Comedy,Studio Zero
10442,33236,1,FALSE,8543,11495,267,0,148,5.68,Committed RED,Music,Sony Music Entertainment,Music,Production I.G
10443,33237,1,FALSE,12777,13336,136,0,11,6.91,Romangeun Eobsda,Original,unknown,Drama,unknown
10444,33238,1,FALSE,12565,12671,169,0,45,6.51,Padak Padak,Original,eigoMANGA,Drama,unknown
10445,33239,1,FALSE,12803,9268,804,0,28,6.25,Saenggakboda Markeun,Original,unknown,Slice of Life,unknown
10446,33240,51,FALSE,4018,5139,5312,15,823,6.9,Koneko no Chi: Ponponra Daibouken,Manga,Half H.P Studio,Slice of Life,Marza Animation Planet
10447,33241,10,FALSE,1772,2243,31712,183,14682,7.47,Honobono Log,Picture book,NHK,Slice of Life,Fanworks
10448,33242,1,FALSE,5631,3346,15053,19,4551,6.54,IS: Infinite Stratos 2 - Infinite Wedding,Light novel,unknown,Harem,8bit
10449,33244,12,FALSE,5919,2936,19356,28,6706,6.47,Kiitarou Shounen no Youkai Enikki,Web manga,unknown,Comedy,Creators in Pack
10450,33245,12,FALSE,9964,5570,4342,5,1024,4.78,Ame-iro Cocoa in Hawaii,Digital manga,DAX Production,Slice of Life,EMT²
10451,33247,3,FALSE,5890,6757,2646,4,710,6.48,Tsubasa to Hotaru (2016),Manga,unknown,Romance,J.C.Staff
10452,33248,1,FALSE,2011,1798,45319,121,890,7.41,K: Seven Stories Movie 1 - R:B - Blaze,Original,unknown,Action,GoHands
10453,33253,13,FALSE,778,614,153803,417,84439,7.86,Ajin 2nd Season,Manga,TOHO animation,Action,Polygon Pictures
10454,33254,2,FALSE,3543,3404,14537,10,5036,7.03,Arslan Senki (TV) OVA,Manga,unknown,Adventure,LIDENFILMS
10455,33255,120,FALSE,83,404,213814,5178,96459,8.56,Saiki Kusuo no ?-nan,Manga,TV Tokyo,Comedy,J.C.Staff
10456,33258,1,FALSE,12725,11478,268,0,48,4.31,Qin Shi Ming Yue: Guoqing Tebie Pian,Novel,unknown,Action,unknown
10457,33262,52,FALSE,10680,12876,158,0,14,4.5,Chobitto Zukan,Picture book,unknown,Fantasy,Kachidoki Studio
10458,33263,8,FALSE,703,1636,51506,366,13544,7.9,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Novel,Aniplex,Action,Shaft
10459,33266,10,FALSE,6732,10313,474,1,95,6.28,Nanocore,Original,Coastline Animation Studio,Sci-Fi,unknown
10460,33267,0,TRUE,11460,10857,365,1,20,5.75,Jinxiu Shenzhou Zhi Qi You Ji,Original,unknown,Adventure,unknown
10461,33271,10,FALSE,12265,10526,428,1,46,6.89,Nanocore 2nd Season,Original,Coastline Animation Studio,Action,unknown
10462,33272,1,FALSE,9388,12022,214,1,89,5.27,Nanocore 2016 Xinnian Tebie Ban,Unknown,Coastline Animation Studio,Music,unknown
10463,33273,20,FALSE,9429,12801,163,0,58,5.24,Bouningen Weekend,Original,unknown,Slice of Life,unknown
10464,33274,13,FALSE,8719,4323,8204,33,2903,5.61,Onara Gorou,Original,unknown,Comedy,ILCA
10465,33276,1,FALSE,10182,9360,771,1,322,4.34,Konnichiwa Onara Gorou,Original,unknown,Comedy,unknown
10466,33278,1,FALSE,6895,11166,314,0,63,6.24,Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi,Novel,Chukong Technologies,Action,Sparkly Key Animation Studio
10467,33279,2,FALSE,12267,12729,166,0,40,5.05,Nanocore: NG Scenes - Nano's Daily Life,Original,Coastline Animation Studio,Comedy,unknown
10468,33280,1,FALSE,758,3188,16513,47,4177,7.87,Gochuumon wa Usagi Desu ka??: Dear My Sister,4-koma manga,Showgate,Slice of Life,production doA
10469,33281,1,FALSE,8023,7826,1627,24,973,5.89,Mori no Andou,Original,unknown,Comedy,unknown
10470,33282,1,FALSE,10205,10479,438,1,267,4.2,Arakure Junichi no Namida,Original,unknown,Comedy,unknown
10471,33283,1,FALSE,10073,11151,318,1,165,4.63,Nude Batter Tetsuo,Original,unknown,Comedy,unknown
10472,33286,8,FALSE,2556,1082,86098,189,30092,7.28,Strike the Blood II,Light novel,Movic,Action,Silver Link.
10473,33290,27,FALSE,11074,11650,247,3,18,3.94,Gra-P & Rodeo II,Original,Lantis,Music,Pie in the sky
10474,33299,13,FALSE,2627,2516,25810,152,9290,7.26,Magic-Kyun! Renaissance,Original,Broccoli,Music,Sunrise
10475,33300,88,FALSE,12013,13834,111,0,17,5.94,Manga Kotowaja Jiten,Unknown,TV Tokyo,Comedy,Tsuchida Productions
10476,33302,1,FALSE,1566,4561,7152,7,2075,7.54,Yowamushi Pedal: Spare Bike,Manga,unknown,Comedy,TMS Entertainment
10477,33305,41,FALSE,3845,10091,528,2,86,6.95,Hua Jianghu Zhi Ling Zhu,Original,Beijing Rocen Digital,Action,unknown
10478,33308,1,FALSE,4687,8099,1424,2,365,6.75,Tantei Opera Milky Holmes: Fun Fun Party Night? - Ken to Janet no Okurimono,Card game,unknown,Mystery,J.C.Staff
10479,33309,14,FALSE,6196,6354,3132,7,804,6.4,Jie Mo Ren,Web manga,Tencent Animation & Comics,Action,unknown
10480,33310,24,FALSE,12597,13557,126,0,19,6.47,Peach Command Shin Momotarou Densetsu,Game,TV Tokyo,Adventure,Knack Productions
10481,33312,1,FALSE,10112,11779,236,0,110,4.54,Color Noise,Original,unknown,Dementia,unknown
10482,33314,52,FALSE,4659,4366,7992,58,2036,6.75,Digimon Universe: Appli Monsters,Original,unknown,Action,Toei Animation
10483,33318,1,FALSE,12867,14144,98,0,42,5.29,Scripta Volant,Book,unknown,Action,unknown
10484,33319,1,FALSE,13560,14586,75,0,8,7.38,Wareware no Heya,Unknown,unknown,Action,unknown
10485,33320,1,FALSE,13176,14672,69,0,11,7.27,Suijungenten?,Unknown,unknown,Action,unknown
10486,33323,1,FALSE,337,2626,24012,90,11352,8.19,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",Manga,unknown,Comedy,TMS Entertainment
10487,33325,1,FALSE,10988,13308,137,1,26,6.12,Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,4-koma manga,unknown,Comedy,Tokyo Movie Shinsha
10488,33326,1,FALSE,7462,9162,847,1,544,6.08,Aftermath,Original,unknown,Military,unknown
10489,33335,18,FALSE,2903,11140,318,2,78,7.19,Hajimete no Eigo: Nippon Mukashibanashi,Other,unknown,Kids,unknown
10490,33337,12,FALSE,1059,1076,87828,667,37584,7.72,ACCA: 13-ku Kansatsu-ka,Manga,Bandai Visual,Mystery,Madhouse
10491,33338,1,FALSE,1268,2244,31684,35,16809,7.64,One Piece: Heart of Gold,Manga,unknown,Action,Toei Animation
10492,33339,63,FALSE,5050,8348,1280,4,158,6.67,Zhongguo Jingqi Xiansheng,Web manga,Tencent Animation & Comics,Comedy,Haoliners Animation League
10493,33341,12,FALSE,5506,3596,12750,11,4026,6.57,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,Book,TV Tokyo,Sci-Fi,WAO World
10494,33342,1,FALSE,10435,13901,107,0,29,3.62,Ari to Kirigirisu,Other,Gakken,Kids,Gakken Eigakyoku
10495,33343,1,FALSE,12470,14089,99,0,23,4.7,Omusubi Kororin,Other,Gakken,Fantasy,unknown
10496,33344,1,FALSE,8471,12062,212,0,56,5.71,Cello Hiki no Gauche,Novel,Gakken,Music,unknown
10497,33348,1,FALSE,11846,12590,174,0,28,5.46,Kushimitama Samurai,Unknown,unknown,Action,Asahi Production
10498,33349,18,FALSE,11108,13905,107,1,22,6.09,Hajimete no Eigo: Sekai Meisaku Douwa,Other,unknown,Kids,unknown
10499,33350,24,FALSE,693,3895,10501,74,2716,7.91,Zhen Hun Jie,Manga,Yaoqi,Action,L²Studio
10500,33352,13,FALSE,76,108,473005,11842,197624,8.6,Violet Evergarden,Light novel,Lantis,Fantasy,Kyoto Animation
10501,33354,22,FALSE,683,1364,67849,1959,17702,7.91,Cardcaptor Sakura: Clear Card-hen,Manga,NHK,Adventure,Madhouse
10502,33357,39,FALSE,5658,9291,794,2,86,6.54,Wo Jiao Bai Xiaofei,Web manga,Tencent Animation & Comics,Action,Haoliners Animation League
10503,33358,1,FALSE,11970,11770,236,0,38,6.34,Mahou no Star Magical Emi: Finale! Finale!,Original,unknown,Comedy,Studio Pierrot
10504,33360,1,FALSE,4877,5491,4521,7,1024,6.7,Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e Picture Drama,Original,unknown,Comedy,unknown
10505,33362,12,FALSE,1755,3862,10644,53,3423,7.48,Starmyu 2nd Season,Original,NBCUniversal Entertainment Japan,Music,C-Station
10506,33363,1,FALSE,7393,6840,2536,1,959,6.1,"""Eiyuu"" Kaitai",Light novel,unknown,Comedy,Zexcs
10507,33366,3,FALSE,8433,10628,405,0,119,5.73,Toukiden 2,Game,unknown,Action,Studio 4°C
10508,33369,1,FALSE,5362,11719,241,1,139,6.6,Metronome,Unknown,unknown,Music,unknown
10509,33371,12,FALSE,3902,2701,22830,35,7730,6.93,Atom: The Beginning,Manga,NHK,Action,Production I.G
10510,33372,1,FALSE,3816,2180,33310,32,13019,6.96,Overlord: Ple Ple Pleiades (OVA),Light novel,unknown,Action,Studio PuYUKAI
10511,33377,24,FALSE,6696,1161,80473,172,19633,6.29,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",Original,Bandai Visual,Sci-Fi,TMS Entertainment
10512,33378,1,FALSE,1454,4197,8791,16,1108,7.57,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Manga,Kodansha,Comedy,Nippon Animation
10513,33383,26,FALSE,12039,13780,114,1,8,7,Mask Masters,Unknown,unknown,Action,unknown
10514,33387,12,FALSE,11409,13475,129,0,22,4.32,Ippou Nippon Mukashibanashi,Original,unknown,Comedy,unknown
10515,33388,1,FALSE,10621,11155,317,0,15,5.27,Charanpo Land no Bouken,Original,Studio Comet,Comedy,unknown
10516,33389,1,FALSE,11003,9566,688,0,22,6.32,Genbanojou,Original,unknown,Comedy,Nippon Animation
10517,33390,1,FALSE,8096,8914,970,2,108,5.87,Zunda Horizon,Original,WAO World,Comedy,unknown
10518,33391,1,FALSE,8484,7842,1607,1,340,5.71,Red Ash: Gearworld,Game,unknown,Action,Studio 4°C
10519,33392,12,FALSE,5912,2952,19202,82,8464,6.47,Gakuen Handsome,Game,unknown,Comedy,Team YokkyuFuman
10520,33394,12,FALSE,10252,5237,5055,9,1236,3.83,Mahou Shoujo? Naria?Girls,Original,Pony Canyon,Magic,Bouncy
10521,33396,54,FALSE,11329,11076,328,0,36,7.5,Hua Jiang Hu Zhi Bu Liang Ren,Original,Beijing Rocen Digital,Adventure,unknown
10522,33398,0,TRUE,12287,10171,506,0,32,4.09,Neko Konogoro,Manga,unknown,Comedy,Kachidoki Studio
10523,33400,1,FALSE,9162,13908,108,0,51,5.4,Jigoku de Naze Warui,Music,Victor Entertainment,Music,unknown
10524,33401,1,FALSE,10033,12625,173,0,87,4.69,Momotarou (Music),Music,Sony Music Entertainment,Music,unknown
10525,33414,13,FALSE,12537,11885,225,0,19,4.32,Otona no Ikkyuu-san,Unknown,NHK,Comedy,unknown
10526,33415,17,FALSE,12989,13128,146,1,4,5.5,Shiritsu Liyon Gakuen,Original,Mainichi Broadcasting System,Comedy,unknown
10527,33417,10,FALSE,1193,1979,39107,281,17225,7.67,Super Lovers 2,Manga,Kadokawa Shoten,Slice of Life,Studio Deen
10528,33419,12,FALSE,4539,4106,9265,19,3619,6.77,12-sai.: Chicchana Mune no Tokimeki 2nd Season,Manga,Shogakukan Productions,Romance,OLM
10529,33420,1,FALSE,3643,8288,1312,2,663,7.01,RESTART POiNTER,Game,unknown,Music,Kamikaze Douga
10530,33421,12,FALSE,4507,1299,71178,130,24407,6.78,Hitori no Shita: The Outcast,Web manga,Haoliners Animation League,Action,Namu Animation
10531,33422,1,FALSE,12401,13840,111,0,26,3,Nyancos: Hello! Our Brilliant Future Digest,Original,Nippon Columbia,Sci-Fi,unknown
10532,33429,1,FALSE,9649,13196,143,0,56,5.1,Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,Other,unknown,Magic,TUBA
10533,33430,78,FALSE,7965,12456,183,1,74,5.91,Oscar's Oasis,Unknown,unknown,Comedy,TUBA
10534,33433,12,FALSE,4350,776,124963,245,45777,6.82,Shuumatsu no Izetta,Original,Shochiku,Action,Ajia-Do
10535,33434,50,FALSE,8106,8161,1391,14,229,5.86,Heybot!,Original,Bandai,Sci-Fi,Bandai Namco Pictures
10536,33438,1,FALSE,13542,10377,466,2,27,6.78,Walking Meat,Original,Production I.G,Action,Sublimation
10537,33443,0,TRUE,11938,10640,403,5,47,7.57,Luo Xiao Hei Zhan Ji,Original,unknown,Comedy,unknown
10538,33446,13,FALSE,931,4496,7420,36,2713,7.78,Huyao Xiao Hongniang: Yue Hong,Manga,Tencent Animation & Comics,Comedy,Haoliners Animation League
10539,33447,12,FALSE,7998,3683,11963,10,5129,5.9,Piace: Watashi no Italian,Web manga,Pony Canyon,Slice of Life,Zero-G
10540,33449,1,FALSE,8979,10993,342,1,166,5.48,Moving Colors,Original,Decovocal,Dementia,unknown
10541,33454,1,FALSE,3958,10257,491,1,57,6.92,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,Manga,unknown,Slice of Life,Studio Gallop
10542,33455,1,FALSE,8111,9145,855,1,257,5.86,Kakushigoto,Manga,Kodansha,Comedy,Shaft
10543,33456,6,FALSE,4206,3760,11359,4,3782,6.85,Fate/kaleid liner Prisma?Illya 3rei!! Specials,Manga,unknown,Comedy,Silver Link.
10544,33457,1,FALSE,8546,8138,1405,1,218,5.68,Gakuen Handsome Special,Game,unknown,Comedy,Team YokkyuFuman
10545,33462,12,FALSE,7653,3275,15704,17,6494,6.02,Bernard-jou Iwaku.,Manga,DAX Production,Comedy,Creators in Pack
10546,33465,1,FALSE,11282,13708,117,0,24,5.25,Hong Haier: Juezhan Huoyanshan,Original,unknown,Action,unknown
10547,33473,8,FALSE,13376,11392,280,0,29,6.97,Tokyo Futago Athletic,Original,TC Entertainment,Comedy,Ripromo
10548,33474,1,FALSE,4615,11587,257,0,67,6.76,Haha wo Tazunete Sanzenri (Movie),Book,unknown,Adventure,Nippon Animation
10549,33475,12,FALSE,3185,589,159922,472,80113,7.12,Busou Shoujo Machiavellianism,Manga,Media Factory,Action,Silver Link.
10550,33478,12,FALSE,3107,1148,81667,203,29075,7.15,UQ Holder!: Mahou Sensei Negima! 2,Manga,Kodansha,Action,J.C.Staff
10551,33479,20,FALSE,12220,12668,169,0,8,6.13,Muzumuzu Eighteen,Original,unknown,Slice of Life,unknown
10552,33480,1,FALSE,13540,14108,98,0,8,4,Waku Waku Koma-chan,Original,unknown,Adventure,dwarf
10553,33484,1,FALSE,12994,13941,106,0,27,5.41,Shiroi Zou,Other,Gakken,Action,Gakken Eigakyoku
10554,33485,1,FALSE,12236,13937,106,1,23,5,Naita Aka Oni,Other,Gakken,Demons,unknown
10555,33486,25,FALSE,42,43,773500,14199,484160,8.71,Boku no Hero Academia 2nd Season,Manga,Dentsu,Action,Bones
10556,33487,12,FALSE,3600,206,340525,1856,184823,7.02,Masamune-kun no Revenge,Manga,Sotsu,Comedy,Silver Link.
10557,33489,25,FALSE,455,287,283308,4325,120341,8.09,Little Witch Academia (TV),Original,Ultra Super Pictures,Adventure,Trigger
10558,33490,13,FALSE,1967,7024,2338,17,815,7.42,Kaitou Joker 4th Season,Manga,Shogakukan Productions,Adventure,Shin-Ei Animation
10559,33491,1,FALSE,3061,5766,3993,1,790,7.16,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",Manga,TBS,Slice of Life,8bit
10560,33493,1,FALSE,9600,10537,426,1,141,5.13,Promised Town,Original,Next,Action,unknown
10561,33498,3,FALSE,6877,10818,374,0,142,6.24,Ganbare! Kickers Specials,Manga,unknown,Drama,Studio Pierrot
10562,33499,1,FALSE,6632,11199,308,0,126,6.3,Ganbare! Kickers: Bokutachi no Densetsu,Manga,unknown,Drama,Studio Pierrot
10563,33500,3,FALSE,9061,12976,153,0,55,5.44,Acerola-chan,Original,unknown,Comedy,DLE
10564,33501,6,FALSE,11039,14083,99,0,31,4.61,Go Go Smile Anime,Original,CBC,Comedy,DLE
10565,33502,12,FALSE,827,516,178312,2235,85645,7.84,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Light novel,Lantis,Sci-Fi,Satelight
10566,33506,12,FALSE,1204,249,309704,1027,147709,7.66,Ao no Exorcist: Kyoto Fujouou-hen,Manga,Aniplex,Action,A-1 Pictures
10567,33508,12,FALSE,8963,8342,1279,1,216,5.49,Si Ling Bianma: Zhi Shijie Caozong Zhe,Original,Yaoqi,Game,Shanghai Foch Film Culture Investment
10568,33511,1,FALSE,2548,2792,21504,31,2980,7.28,Koro-sensei Q!,Manga,Avex Pictures,Comedy,Lerche
10569,33512,1,FALSE,9412,7789,1646,1,349,5.25,Animegatari x Ghost in the Shell Collab Eizou,Original,unknown,Sci-Fi,unknown
10570,33513,1,FALSE,1246,2160,33661,80,8306,7.64,Ansatsu Kyoushitsu: 365-nichi no Jikan,Manga,unknown,Action,Lerche
10571,33519,1,FALSE,2583,3387,14666,9,1405,7.27,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Original,unknown,Action,Wit Studio
10572,33520,1,FALSE,2906,3278,15666,17,1386,7.19,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Original,unknown,Action,Wit Studio
10573,33522,6,FALSE,6630,6233,3266,2,1039,6.3,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,Manga,unknown,Sports,unknown
10574,33523,1,FALSE,10543,13689,119,0,30,5.47,Boku wa Koko de Ikiteiku,Music,NHK,Kids,unknown
10575,33524,1,FALSE,4225,1851,43772,21,23279,6.85,Sakamoto Desu ga? Special,Manga,TBS,Slice of Life,Studio Deen
10576,33525,1,FALSE,13372,13510,128,0,20,4.15,Tokyo 2164,Original,unknown,Sci-Fi,unknown
10577,33526,1,FALSE,10681,13828,111,0,43,4.93,Choco to Watashi,Original,NHK,Kids,unknown
10578,33527,1,FALSE,8901,12986,153,0,60,5.52,Kubbe no Ongakukai,Picture book,TMS Entertainment,Fantasy,unknown
10579,33528,24,FALSE,11820,13796,113,0,24,5.42,Kubbe Kort Animasjon,Picture book,TMS Entertainment,Fantasy,Echoes
10580,33529,1,FALSE,11821,14248,91,0,31,5.68,Kubbe PV Full ver.,Picture book,TMS Entertainment,Fantasy,Echoes
10581,33531,26,FALSE,6161,2834,20898,21,3045,6.41,Juushinki Pandora,Original,unknown,Sci-Fi,Satelight
10582,33532,12,FALSE,7915,4110,9242,8,2064,5.93,Twin Angel Break,Game,Media Factory,Drama,J.C.Staff
10583,33533,1,FALSE,13377,13465,130,1,19,5.16,Tokyo Onlypic,Original,unknown,Comedy,unknown
10584,33534,1,FALSE,8973,13199,142,0,56,5.48,Curly,Original,Echoes,Comedy,unknown
10585,33535,1,FALSE,12789,13075,149,0,24,5.46,Runningman,Original,Echoes,Slice of Life,unknown
10586,33536,1,FALSE,10903,13183,143,0,39,3.9,Fly,Original,Echoes,Fantasy,unknown
10587,33537,1,FALSE,12221,13150,145,0,34,5.59,My Home,Original,Echoes,Slice of Life,unknown
10588,33538,26,FALSE,12933,10845,367,0,12,5.83,Shima Kousaku no Asia Risshi-den,Manga,NHK,Drama,unknown
10589,33539,4,FALSE,12934,14390,85,0,11,5,Shima Kousaku no Asia Risshi-den Specials,Manga,NHK,Drama,unknown
10590,33540,0,FALSE,12935,9588,678,1,30,5.77,Shima Kousaku no Asia Shinseki-den,Manga,NHK,Cars,unknown
10591,33541,12,FALSE,9967,6957,2404,1,926,4.78,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Original,Pony Canyon Enterprise,Game,Kyotoma
10592,33542,6,FALSE,11991,11010,339,0,48,5.19,Mameshiba Gakuen,Original,unknown,Comedy,unknown
10593,33543,2,FALSE,9468,11050,333,1,123,5.22,Tanahashi Hiroshi X Mameshiba Pro Wrestling,Original,unknown,Comedy,unknown
10594,33544,2,FALSE,8834,10424,448,0,157,5.55,InaDan Movie x Mameshiba Collab CM,Other,unknown,Comedy,unknown
10595,33545,1,FALSE,9959,11046,333,0,184,4.79,Henna Omamesan,Other,unknown,Comedy,unknown
10596,33546,1,FALSE,3964,7384,1988,5,609,6.92,Monster Strike: Mermaid Rhapsody,Game,Ultra Super Pictures,Action,Studio Hibari
10597,33547,1,FALSE,8762,11522,264,0,55,5.59,Mameshiba x Gaist Crusher Collab CM,Other,unknown,Comedy,unknown
10598,33548,6,FALSE,8620,11036,337,0,143,5.65,Babyshiba,Original,unknown,Comedy,unknown
10599,33549,1,FALSE,8920,11521,264,0,97,5.51,Mame-Mofu Collab Animation,Other,unknown,Comedy,unknown
10600,33550,1,FALSE,9484,11446,271,0,77,5.2,Bic Contact X Mameshiba Collab CM,Original,unknown,Comedy,unknown
10601,33551,9,FALSE,9048,11578,258,0,78,5.45,Mameshi-Pamyu-Pamyu,Original,unknown,Comedy,unknown
10602,33552,4,FALSE,8263,11516,265,0,73,5.8,Mameshiba Bangai-hen,Original,unknown,Comedy,unknown
10603,33558,1,FALSE,2369,1841,43996,20,25286,7.33,Tales of Zestiria the X: Saiyaku no Jidai,Game,unknown,Action,ufotable
10604,33562,12,FALSE,6190,6682,2727,4,444,6.4,Heibai Wushang,Manga,Wawayu Animation,Action,unknown
